type	variable	group	n_total	n_missing	prop_missing_raw	prop_missing	eligible_for_imputation
GBM	sample	clinical	165	0	0	0	TRUE
GBM	patient	clinical	165	0	0	0	TRUE
GBM	BestCall	clinical	165	1	0.00606060606060606	0.0061	TRUE
GBM	age_at_initial_pathologic_diagnosis	clinical	165	0	0	0	TRUE
GBM	gender	clinical	165	0	0	0	TRUE
GBM	race	clinical	165	2	0.0121212121212121	0.0121	TRUE
GBM	ajcc_pathologic_tumor_stage	clinical	165	0	0	0	TRUE
GBM	clinical_stage	clinical	165	0	0	0	TRUE
GBM	histological_type	clinical	165	0	0	0	TRUE
GBM	histological_grade	clinical	165	165	1	1	FALSE
GBM	initial_pathologic_dx_year	clinical	165	0	0	0	TRUE
GBM	menopause_status	clinical	165	165	1	1	FALSE
GBM	birth_days_to	clinical	165	0	0	0	TRUE
GBM	vital_status	clinical	165	0	0	0	TRUE
GBM	tumor_status	clinical	165	0	0	0	TRUE
GBM	last_contact_days_to	clinical	165	25	0.151515151515152	0.1515	TRUE
GBM	death_days_to	clinical	165	33	0.2	0.2	TRUE
GBM	cause_of_death	clinical	165	12	0.0727272727272727	0.0727	TRUE
GBM	new_tumor_event_type	clinical	165	39	0.236363636363636	0.2364	TRUE
GBM	new_tumor_event_site	clinical	165	39	0.236363636363636	0.2364	TRUE
GBM	new_tumor_event_site_other	clinical	165	0	0	0	TRUE
GBM	new_tumor_event_dx_days_to	clinical	165	0	0	0	TRUE
GBM	treatment_outcome_first_course	clinical	165	161	0.975757575757576	0.9758	FALSE
GBM	margin_status	clinical	165	165	1	1	FALSE
GBM	residual_tumor	clinical	165	165	1	1	FALSE
GBM	RNAss	clinical	165	1	0.00606060606060606	0.0061	TRUE
GBM	Non_silent_per_Mb	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	Total_nb_MSI_events	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_3utr	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_5utr	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_mono	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_di	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_tri	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_tetra	clinical	165	5	0.0303030303030303	0.0303	TRUE
GBM	MSI_category_nb_from_TCGA_consortium	clinical	165	165	1	1	FALSE
GBM	BatchId	clinical	165	0	0	0	TRUE
GBM	OS	clinical	165	0	0	0	FALSE
GBM	OS.time	clinical	165	0	0	0	TRUE
GBM	DSS	clinical	165	12	0.0727272727272727	0.0727	FALSE
GBM	DSS.time	clinical	165	0	0	0	TRUE
GBM	DSS_harmonized_from_OS0	clinical	165	0	0	0	TRUE
GBM	DSS_cr	clinical	165	13	0.0787878787878788	0.0788	TRUE
GBM	DSS.time.cr	clinical	165	0	0	0	TRUE
GBM	DFI	clinical	165	73	0.442424242424243	0.4424	FALSE
GBM	DFI.time	clinical	165	164	0.993939393939394	0.9939	FALSE
GBM	DFI.cr	clinical	165	73	0.442424242424243	0.4424	FALSE
GBM	DFI.time.cr	clinical	165	164	0.993939393939394	0.9939	FALSE
GBM	PFI	clinical	165	0	0	0	FALSE
GBM	PFI.time	clinical	165	0	0	0	TRUE
GBM	PFI.cr	clinical	165	0	0	0	TRUE
GBM	PFI.time.cr	clinical	165	0	0	0	TRUE
GBM	PFI.1	clinical	165	0	0	0	TRUE
GBM	PFI.time.1	clinical	165	0	0	0	TRUE
GBM	PFI.1.cr	clinical	165	0	0	0	TRUE
GBM	PFI.time.1.cr	clinical	165	0	0	0	TRUE
GBM	PFI.2	clinical	165	6	0.0363636363636364	0.0364	TRUE
GBM	PFI.time.2	clinical	165	6	0.0363636363636364	0.0364	TRUE
GBM	PFI.2.cr	clinical	165	6	0.0363636363636364	0.0364	TRUE
GBM	PFI.time.2.cr	clinical	165	6	0.0363636363636364	0.0364	TRUE
GBM	PFS	clinical	165	0	0	0	TRUE
GBM	PFS.time	clinical	165	0	0	0	TRUE
GBM	GBM-540.5.3.N.3.35.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-530.5.3.N.3.35.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-508.5.3.N.3.35.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-494.5.3.N.3.35.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-900.6.3.N.3.35.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-561.5.1.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-498.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-491.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-489.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-264.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-253.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-206.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-200.5.1.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-184.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-168.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-166.5.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-981.6.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-716.6.3.N.3.34.35.2.4.6	omic	165	0	0	0	TRUE
GBM	GBM-539.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-528.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-506.5.3.N.1.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-503.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-406.6.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-392.6.3.N.3.35.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-262.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-214.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-211.5.3.N.3.4.35.2.4.8	omic	165	0	0	0	TRUE
GBM	GBM-202.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-193.5.3.N.2.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-190.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-188.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-187.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-158.5.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-974.6.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-77.6.3.N.3.35.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-560.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-517.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-511.5.3.N.3.35.5.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-487.5.3.N.3.4.35.2.4.7	omic	165	0	0	0	TRUE
GBM	GBM-484.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-478.5.3.N.3.5.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-261.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-260.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-249.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-227.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-212.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-207.5.3.N.3.35.35.3.4.5	omic	165	0	0	0	TRUE
GBM	GBM-203.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-177.5.3.N.3.34.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-170.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-163.5.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-99.6.3.N.3.35.35.3.4.5	omic	165	0	0	0	TRUE
GBM	GBM-79.6.3.N.3.35.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-729.2.1.P.2.35.31.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-651.5.3.N.3.5.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-566.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-565.5.3.N.3.31.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-562.5.3.N.3.4.35.2.3.5	omic	165	0	0	0	TRUE
GBM	GBM-512.5.3.N.3.34.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-495.5.3.N.3.35.4.2.4.6	omic	165	0	0	0	TRUE
GBM	GBM-422.6.3.N.3.35.5.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-303.2.1.P.3.7.64.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-251.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-244.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-229.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-228.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-220.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-218.5.3.N.3.35.5.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-209.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-198.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-182.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-176.5.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-106.2.1.P.3.35.31.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-795.6.3.N.3.35.35.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-704.6.3.N.3.35.35.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-687.6.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-586.5.3.N.3.34.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-582.5.3.N.2.35.34.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-532.5.3.N.3.35.4.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-492.5.3.N.3.35.4.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-488.5.3.N.3.35.4.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-450.6.3.N.3.35.35.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-442.6.3.N.3.35.35.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-31.6.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-277.6.3.N.3.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-256.5.3.N.1.35.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-204.5.3.P.3.71.7.1.4.1	omic	165	0	0	0	TRUE
GBM	GBM-167.5.3.N.3.5.35.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-165.5.3.N.3.35.34.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-958.6.3.N.3.35.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-853.6.3.N.3.35.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-831.6.3.P.3.71.7.1.4.1	omic	165	0	0	0	TRUE
GBM	GBM-715.6.3.N.3.35.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-644.5.3.N.3.4.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-639.5.1.N.3.4.31.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-583.5.3.N.3.35.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-569.5.3.N.3.4.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-527.5.3.N.3.35.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-499.5.3.N.3.34.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-477.5.3.N.3.30.35.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-444.6.3.N.3.35.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-292.6.3.N.3.35.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-281.6.3.N.3.35.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-240.5.3.N.3.5.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-186.5.3.N.3.31.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-175.5.3.N.2.35.34.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-122.6.3.N.3.35.35.3.4.3	omic	165	0	0	0	TRUE
GBM	GBM-960.6.3.N.3.35.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-898.6.3.N.3.35.35.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-70.2.1.P.2.31.31.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-618.5.3.N.1.1.35.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-56.6.3.N.3.35.35.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-558.5.3.N.3.31.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-557.5.3.N.1.5.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-500.5.3.N.3.5.5.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-296.6.3.N.3.35.35.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-254.5.3.N.3.31.5.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-230.5.1.N.3.35.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-210.5.3.P.2.71.7.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-2.2.1.P.3.4.7.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-112.6.3.N.3.35.35.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-756.6.3.N.3.35.35.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-630.5.3.N.3.34.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-62.6.3.N.3.35.35.3.4.1	omic	165	0	0	0	TRUE
GBM	GBM-546.5.3.N.3.34.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-522.5.3.N.3.4.4.2.4.7	omic	165	0	0	0	TRUE
GBM	GBM-476.6.3.N.3.35.35.3.4.1	omic	165	0	0	0	TRUE
GBM	GBM-451.6.3.N.3.4.4.2.4.8	omic	165	0	0	0	TRUE
GBM	GBM-445.6.3.N.3.35.35.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-407.6.3.N.3.35.34.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-318.6.3.N.3.35.35.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-265.5.3.N.3.4.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-25.6.3.N.3.35.35.3.4.1	omic	165	0	0	0	TRUE
GBM	GBM-183.5.3.N.3.35.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-181.5.3.N.3.35.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-173.5.3.N.3.35.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-137.6.3.N.3.35.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-915.6.3.N.3.35.34.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-907.6.3.N.3.35.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-902.6.3.N.3.4.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-823.6.3.N.3.4.4.2.4.7	omic	165	0	0	0	TRUE
GBM	GBM-82.6.3.N.3.35.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-663.6.3.N.3.35.34.3.4.2	omic	165	0	0	0	TRUE
GBM	GBM-647.5.3.N.1.31.34.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-645.5.3.N.3.1.35.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-635.5.3.N.2.34.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-493.5.3.N.3.30.31.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-490.5.3.P.3.7.7.1.4.2	omic	165	0	0	0	TRUE
GBM	GBM-486.5.3.N.3.4.4.2.4.6	omic	165	0	0	0	TRUE
GBM	GBM-449.6.3.N.3.31.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-413.6.3.P.3.7.7.1.4.3	omic	165	0	0	0	TRUE
GBM	GBM-370.6.3.N.3.35.4.4.4.6	omic	165	0	0	0	TRUE
GBM	GBM-278.6.3.N.2.35.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-266.5.3.N.3.35.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-263.5.3.N.3.4.35.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-242.5.3.N.2.35.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-236.5.3.N.3.35.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-225.5.3.N.3.31.31.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-222.5.3.N.3.35.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-172.5.3.N.3.35.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-127.6.3.N.3.35.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-123.6.3.N.3.35.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-114.6.3.N.3.35.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-1.6.3.N.3.35.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-984.2.1.P.3.30.30.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-968.6.3.N.3.35.4.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-921.6.3.N.3.35.34.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-908.6.3.N.3.35.4.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-81.6.3.N.3.31.35.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-648.5.3.N.3.4.4.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-629.5.3.N.3.31.1.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-612.5.3.N.3.5.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-576.5.3.N.3.34.30.2.3.1	omic	165	0	0	0	TRUE
GBM	GBM-531.5.3.N.3.34.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-482.5.3.N.3.4.4.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-414.6.3.P.3.7.7.1.4.2	omic	165	0	0	0	TRUE
GBM	GBM-295.6.3.N.1.35.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-219.5.3.N.3.31.31.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-199.5.3.N.3.4.34.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-194.5.3.N.3.4.34.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-164.5.3.P.2.7.69.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-159.5.3.P.3.7.7.1.4.1	omic	165	0	0	0	TRUE
GBM	GBM-996.6.3.N.3.35.4.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-94.6.3.N.3.4.35.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-905.6.3.N.3.35.4.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-806.6.3.N.3.5.5.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-672.6.3.N.3.35.5.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-657.6.3.N.3.4.4.2.4.5	omic	165	0	0	0	TRUE
GBM	GBM-650.5.3.N.3.4.34.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-642.5.3.N.3.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-641.5.3.N.1.31.31.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-601.5.3.N.3.5.4.4.4.6	omic	165	0	0	0	TRUE
GBM	GBM-592.5.3.N.1.31.31.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-571.5.3.N.3.5.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-568.5.3.N.3.34.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-564.5.3.N.3.1.31.2.3.2	omic	165	0	0	0	TRUE
GBM	GBM-556.5.3.N.3.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-405.6.3.P.3.7.7.1.4.1	omic	165	0	0	0	TRUE
GBM	GBM-364.6.3.N.3.35.4.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-270.5.3.N.3.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-238.5.3.N.3.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-237.5.3.P.1.7.7.1.4.1	omic	165	0	0	0	TRUE
GBM	GBM-231.5.3.N.3.30.31.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-205.5.3.N.3.31.30.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-185.5.3.N.3.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-156.6.3.N.3.35.31.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-135.6.3.N.3.34.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-121.6.3.P.3.7.7.1.4.1	omic	165	0	0	0	TRUE
GBM	GBM-971.6.3.N.3.35.4.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-817.6.3.N.2.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-720.6.3.N.3.35.4.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-678.6.3.N.3.4.4.2.4.4	omic	165	0	0	0	TRUE
GBM	GBM-638.5.3.N.3.4.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-632.5.3.N.3.4.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-631.5.3.N.3.30.30.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-559.5.3.P.2.7.7.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-55.6.3.N.3.31.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-480.5.3.N.3.4.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-424.6.3.N.3.35.5.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-239.5.3.N.3.4.4.2.4.3	omic	165	0	0	0	TRUE
GBM	GBM-223.5.3.P.3.7.7.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-124.6.3.N.3.31.34.3.4.2	omic	165	0	0	0	TRUE
GBM	GBM-983.6.3.N.2.35.4.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-813.6.3.N.3.4.4.4.4.7	omic	165	0	0	0	TRUE
GBM	GBM-604.5.3.N.3.4.4.4.4.6	omic	165	0	0	0	TRUE
GBM	GBM-580.5.3.N.2.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-52.6.3.N.3.35.4.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-513.5.3.N.3.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-418.6.3.N.3.5.4.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-403.6.3.N.3.4.4.4.4.7	omic	165	0	0	0	TRUE
GBM	GBM-213.5.3.N.3.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-208.5.3.N.2.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-196.5.3.N.3.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-189.5.3.N.3.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-985.6.3.N.3.30.34.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-955.6.3.N.3.4.4.4.4.6	omic	165	0	0	0	TRUE
GBM	GBM-929.6.3.N.3.30.31.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-888.6.3.N.3.4.5.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-434.6.3.N.3.35.4.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-36.6.3.N.3.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-345.6.3.N.3.35.4.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-330.6.3.N.3.4.4.2.4.2	omic	165	0	0	0	TRUE
GBM	GBM-286.6.3.N.3.4.35.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-269.5.3.N.2.4.4.3.4.4	omic	165	0	0	0	TRUE
GBM	GBM-161.5.3.N.3.4.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-89.6.3.N.3.4.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-796.6.3.N.1.34.31.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-769.6.3.N.3.5.5.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-699.6.3.N.3.4.4.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-640.5.3.N.3.1.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-581.5.3.N.3.1.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-470.6.3.N.3.34.4.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-298.6.3.N.3.4.4.2.4.1	omic	165	0	0	0	TRUE
GBM	GBM-986.6.3.N.3.4.4.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-970.6.3.N.3.4.1.4.4.5	omic	165	0	0	0	TRUE
GBM	GBM-731.6.3.N.1.30.34.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-507.5.3.N.3.4.4.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-412.6.3.N.3.4.4.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-354.6.3.N.3.4.4.4.4.4	omic	165	0	0	0	TRUE
GBM	GBM-993.6.3.N.3.4.4.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-747.6.3.N.2.4.4.4.4.3	omic	165	0	0	0	TRUE
GBM	GBM-677.6.3.N.3.4.4.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-567.5.1.P.1.1.2.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-374.6.3.N.3.4.4.4.4.2	omic	165	0	0	0	TRUE
GBM	GBM-588.5.1.N.1.1.1.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-155.6.3.N.3.4.4.4.4.1	omic	165	0	0	0	TRUE
GBM	GBM-852.6.3.N.1.4.4.4.4.1	omic	165	0	0	0	TRUE
OV	sample	clinical	427	0	0	0	TRUE
OV	patient	clinical	427	0	0	0	TRUE
OV	BestCall	clinical	427	47	0.110070257611241	0.1101	TRUE
OV	age_at_initial_pathologic_diagnosis	clinical	427	0	0	0	TRUE
OV	gender	clinical	427	0	0	0	TRUE
OV	race	clinical	427	12	0.0281030444964871	0.0281	TRUE
